index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,credit,Decile
7400,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Security staff,2,2,9
7401,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,2,2,8
7402,M,N,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,2,9
7403,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,unemployed,1,1,5
7404,M,Y,N,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7405,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,9
7406,M,Y,N,2,450000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,4,2,9
7407,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,2,7
7408,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,2,7
7409,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,2,8
7410,F,N,N,0,90000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,2,7
7411,F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,1,1,0,1,Managers,2,1,9
7412,F,N,Y,0,450000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cleaning staff,2,1,9
7413,F,Y,Y,0,720000,Commercial associate,Higher education,Separated,House / apartment,1,1,1,0,Managers,1,2,9
7414,M,Y,N,2,135000,Working,Higher education,Married,With parents,1,0,1,0,Laborers,4,2,8
7415,F,N,Y,2,157500,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,3,2,8
7416,F,N,N,1,144000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,unemployed,3,2,8
7417,M,Y,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
7418,F,Y,N,0,180000,Working,Secondary / secondary special,Married,With parents,1,0,1,0,unemployed,2,2,9
7419,F,N,N,1,202500,Commercial associate,Higher education,Separated,House / apartment,1,1,1,0,unemployed,2,2,9
7420,M,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Core staff,1,2,8
7421,F,N,N,0,162000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,High skill tech staff,2,1,8
7422,M,N,N,0,135000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,2,8
7423,F,Y,N,0,202500,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,1,9
7424,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,0,8
7425,F,N,N,1,157500,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,unemployed,2,2,8
7426,F,N,Y,0,225000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7427,M,Y,Y,0,292500,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Managers,2,2,9
7428,M,N,Y,0,261000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7429,F,Y,N,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,3
7430,F,N,Y,0,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,2,6
7431,F,N,Y,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2,2,7
7432,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,8
7433,F,Y,N,1,171000,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Accountants,3,0,8
7434,F,N,Y,0,76500,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Sales staff,1,2,6
7435,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,5
7436,M,Y,Y,0,310500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,High skill tech staff,2,2,9
7437,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1,2,9
7438,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,0,9
7439,F,N,N,1,202500,Commercial associate,Higher education,Separated,House / apartment,1,1,1,0,unemployed,2,0,9
7440,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Drivers,2,1,8
7441,F,Y,Y,0,202500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,Medicine staff,2,2,9
7442,M,N,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unemployed,2,2,9
7443,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,9
7444,F,N,Y,0,157500,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,1,8
7445,F,N,Y,0,103500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,0,7
7446,M,N,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,9
7447,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,1,8
7448,F,N,N,1,387000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,unemployed,3,1,9
7449,F,N,Y,1,121500,Working,Higher education,Married,House / apartment,1,1,0,0,Accountants,3,2,8
7450,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,8
7451,M,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,1,8
7452,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Private service staff,2,1,8
7453,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,3,1,8
7454,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,2,8
7455,F,N,Y,0,157500,State servant,Higher education,Married,House / apartment,1,1,1,0,Core staff,2,2,8
7456,F,Y,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7457,F,N,N,0,360000,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,1,9
7458,F,N,Y,0,148500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,8
7459,F,Y,Y,0,216000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,1,9
7460,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,0,8
7461,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,7
7462,F,N,Y,3,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,5,0,7
7463,M,N,N,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,0,5
7464,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,8
7465,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,High skill tech staff,2,1,9
7466,F,Y,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,1,unemployed,2,2,8
7467,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7468,M,N,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Security staff,2,1,7
7469,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,2,2,8
7470,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,1,9
7471,F,N,Y,1,225000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,3,2,9
7472,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,3,0,8
7473,M,Y,Y,0,360000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,1,9
7474,F,Y,Y,0,180000,Working,Higher education,Married,With parents,1,1,1,0,Sales staff,2,1,9
7475,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,9
7476,M,N,Y,0,211500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Core staff,1,1,9
7477,F,N,N,0,256500,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,HR staff,2,0,9
7478,F,N,Y,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,1,2,9
7479,F,Y,N,1,315000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,3,2,9
7480,F,N,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,7
7481,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,9
7482,F,N,Y,1,270000,Working,Secondary / secondary special,Civil marriage,Municipal apartment,1,0,0,0,Sales staff,3,0,9
7483,M,Y,Y,0,900000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,2,9
7484,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,5
7485,F,N,N,0,112500,Working,Secondary / secondary special,Married,With parents,1,0,1,0,unemployed,2,1,7
7486,F,N,N,0,54000,Working,Higher education,Married,House / apartment,1,1,0,0,Medicine staff,2,2,4
7487,F,Y,Y,0,450000,Working,Higher education,Married,House / apartment,1,0,1,0,Managers,2,2,9
7488,F,N,Y,0,612000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,Accountants,2,2,9
7489,F,Y,Y,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,2,2,8
7490,M,Y,Y,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7491,F,N,Y,0,132750,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,0,8
7492,F,N,N,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,1,8
7493,F,N,Y,1,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,3,2,9
7494,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7495,F,Y,Y,0,373500,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Accountants,1,2,9
7496,M,Y,Y,0,135000,Working,Academic degree,Married,House / apartment,1,0,1,0,unemployed,2,2,8
7497,F,N,Y,0,112500,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Core staff,2,2,7
7498,F,N,N,1,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,3,2,9
7499,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,High skill tech staff,2,1,8
7500,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,1,7
7501,M,Y,Y,0,315000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,High skill tech staff,2,1,9
7502,F,N,Y,0,202500,Pensioner,Higher education,Separated,House / apartment,1,0,0,0,unemployed,1,2,9
7503,F,N,N,0,225000,Working,Higher education,Single / not married,Rented apartment,1,0,0,0,Sales staff,1,1,9
7504,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Laborers,1,2,8
7505,F,N,Y,0,54000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,2,4
7506,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Accountants,2,2,9
7507,F,N,N,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Cooking staff,3,0,8
7508,F,Y,Y,0,360000,State servant,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1,2,9
7509,F,N,Y,0,108000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,2,7
7510,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7511,M,Y,Y,0,220500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7512,M,Y,N,0,202500,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,unemployed,2,2,9
7513,F,N,N,0,405000,Working,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,9
7514,F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,6
7515,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,1,unemployed,2,1,7
7516,M,Y,Y,1,247500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,2,9
7517,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,2,9
7518,M,Y,Y,1,112500,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,3,1,7
7519,M,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,2,8
7520,M,Y,Y,0,112500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Laborers,2,2,7
7521,F,N,Y,0,270000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,1,0,9
7522,F,N,Y,0,121500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,8
7523,F,N,N,0,144000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,1,2,8
7524,F,N,Y,0,216000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,1,9
7525,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,2,9
7526,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,unemployed,2,2,9
7527,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,8
7528,F,Y,Y,0,54000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Medicine staff,1,2,4
7529,M,N,Y,1,157500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,3,2,8
7530,M,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,0,9
7531,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,2,8
7532,F,N,N,1,157500,Working,Higher education,Married,House / apartment,1,0,1,0,Accountants,3,0,8
7533,F,Y,Y,0,180000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,1,9
7534,M,Y,N,1,202500,Working,Incomplete higher,Married,House / apartment,1,1,0,0,Drivers,3,1,9
7535,F,Y,N,1,405000,Working,Secondary / secondary special,Married,Rented apartment,1,1,1,1,Core staff,3,1,9
7536,M,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,8
7537,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,9
7538,M,Y,N,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,9
7539,M,N,Y,0,157500,Working,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,0,8
7540,M,Y,N,0,270000,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,2,9
7541,F,N,Y,2,153000,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,4,1,8
7542,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,2,9
7543,F,N,N,2,180000,Working,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,4,1,9
7544,M,N,N,0,225000,Commercial associate,Higher education,Married,With parents,1,0,1,0,IT staff,2,2,9
7545,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,5
7546,F,N,Y,1,81000,Working,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Cleaning staff,3,1,6
7547,F,N,Y,1,99000,Working,Higher education,Married,House / apartment,1,1,1,0,Core staff,3,1,7
7548,M,Y,N,1,378000,State servant,Higher education,Married,House / apartment,1,0,0,0,unemployed,3,2,9
7549,M,Y,N,0,326250,Commercial associate,Higher education,Married,House / apartment,1,1,0,0,Managers,2,2,9
7550,F,N,N,0,211500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,unemployed,2,1,9
7551,F,Y,N,0,60750,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,1,5
7552,M,Y,N,2,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4,2,9
7553,F,N,N,0,283500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,1,0,Cooking staff,2,2,9
7554,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Medicine staff,4,2,8
7555,F,Y,Y,0,225000,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Cleaning staff,1,2,9
7556,F,Y,Y,1,180000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,2,1,9
7557,F,Y,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Core staff,2,2,9
7558,F,Y,Y,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Sales staff,2,1,9
